,식당명,닉네임,리뷰,방문일자
196,오늘의바다,내새꾸꼬마,뷰가 맛있고 음료도 멋있고요,3.5.화
197,오늘의바다,iamnatuur,"통창이라 뷰가 멋있어요 ⭐️
날씨가 흐려도 뷰가 탁 트여서 좋은 것 같아요 조용하고 괜찮아서 날 맑을 때 또 와보고 싶네요!",2.10.토
198,오늘의바다,HYE05,"분위기 아늑하니 좋고 바로 앞에 바다뷰여서 힐링하기에 좋아요 음료도 다양하고 녹차관련 메뉴가 많아서 좋았어요 사장님께서도 친절
하시고 음료도 아주 맛있습니다 다음에 또 오고싶은 곳입니다!",3.1.금
199,오늘의바다,chei1232,"비가와서 날씨가 안좋았지만 뷰는
너무 멋졌어요~~! 날좋을 때 다시 한 번 와보고 싶어요😆",3.24.일
200,오늘의바다,솔소리83,"차 타고 지나가다가 바다가 보이는 뷰에 반해서 오게 됐어요!!
탁트인 바다뷰와 야자가 너무 이국적이고, 음료도 너무 예쁘고 맛있어요. 🌴❤️",23.12.27.수
201,오늘의바다,yeojeong43,"처음 방문한 카페였는데, 탁트인 뷰에 커피맛도 좋아서 제주 올때마다 방문하고싶어요. 특히 녹차 비엔나는 어디서도 맛본 적이 없었던 
메뉴였는데, 정말 매력적인 맛있는 맛이에요. 집에 돌아와서도 생각나는 맛이네요. 겨울에 방문해서 루프탑과 야외테이블은 앉지는 못
했지만, 조금만 따뜻해지면 루프탑과 야외테이블에서도 꼭 맛있는 음료 마시고싶네요.  탁 트인 바다뷰와 맛있는 커피 드시고싶...",23.12.25.월
202,오늘의바다,boque12,"뷰가 너무 멋지고  매장도 깔끔하고 예뻐여
너무 좋아서 두번째 방문입니다.
직원분이 친절하셔서  기분이 더 좋네여^^",4.15.월
203,오늘의바다,깽도리97,뷰가 너무 좋아요 😍  사진찍기좋고 주차도 편리합니당:),3.23.토
204,오늘의바다,rjs****,"청귤차도 맛있고 소금빵도 맛나네요
뷰도 멋져요",3.29.금
205,오늘의바다,전국돼지도,"너무 예뻐요  여행객 반 도민반 인듯 ~  도민도 너무 맘에드는 뷰네요  통창으로 되어있는데 적당히 조용하고 좋은 공간이예요  크로플 
이랑 쿠키 맛있어요  요즘은 예쁘기도하고 맛있는 곳 찾는거에 꽂혀있는데  메뉴 예쁘게나오고 맛도 좋음!  사장님도 친절하셔요 ~  저
는 낮에 방문했는데 여기 해질때도 너무 예쁠것같음 ",23.11.26.일
206,오늘의바다,붕붕이,"사장님이 너무 친절하구 이쁘시구 뷰맛집이구 
커피는 말할것드 없어요 꼭다시올게용♡
사랑해요 오늘의바다♡",2.26.월
207,오늘의바다,소라빛청아,"오션뷰가 좋아서 한번씩 들리는 도민이에요!  왼쪽 문섬에서 오른쪽 범섬까지 보이는 뷰라 바다보면서 힐링하기 좋은 아담한 카페에요.
✨ 건물 1층 + 루프탑으로 되어 있어서 요즘 같은 날씨에 루프탑도 좋아요💕 전체적으로 조용한 분위기라 조용하게 즐길 분들 추천😘",23.10.27.금
208,오늘의바다,주옹2,"오늘의 바다 라는 카페 이름답게 바다 뷰가 너무너무 멋지고 
커피도 디저트도 모두 맛있어요!! 
사장님도 정말 친절하시고 재방문하고싶어요!!",23.12.21.목
209,오늘의바다,sun****,뷰가 너무좋고 녹차비엔나 너무맛있어요 씁슬 달콤~~!!,3.18.월
210,오늘의바다,행복한삶4956,"서귀포 오션뷰 맛집 카페예요! 법환동 주민으로 찐추천하는 카페입니다. 왼쪽으로 문섬, 오른쪽으로 범섬을 한눈에 다 볼 수있는 최고의
오션뷰구요. 커피, 음료, 디저트 다 정말 맛있어요! 특히 녹차비엔나 정말 강추입니다.👍👍👍 사진도 너무 이쁘게 나오는 포토스팟 카
페예요♡",23.11.13.월
211,오늘의바다,구름위를둥둥둥,"흐린 날이었지만 뷰가 무척 멋졌고 페퍼민트 차랑도 참 잘 어울리는 날이라 기분 전환하기 좋았습니다! :)
카페 이름 그대로 오늘의 바다를 볼 수 있어서 엄청 넓진 않지만 좋은 것 같아요🥰✨",23.12.11.월
212,오늘의바다,뽈록이95,책읽으러 왔어요~~ 책도보고 커피도마시고👍,4.11.목
213,오늘의바다,잉ㅇ엥,쉬다가기 너무 좋아용 자주 올게요 🥹💗💗,3.17.일
214,오늘의바다,런치의여왕8638,뷰좋고 커피맛도 좋네염,4.14.일
215,오늘의바다,주환짱36,뷰도 아름답고 커피 분워기 도 너무 좋아용,3.8.금
216,오늘의바다,ttl298287,여행을  즐겁게  하는  카페입니다,4.13.토
217,오늘의바다,바다1,"늘 지나다니며 가봐야지 했다가 드디어 왔네요. 생각보다 아담하면서 통창으로 보여지는 바다풍경은 너무 멋져요. 바다 뿐만 아니라 앞
에 잘 정돈된 정원과 잔디는 더 없는 이국적인 풍경이네요. 다음엔 날씨 맑은 날 야외 테이블에 앉아 범섬과 문섬을 오로시 즐겨봐야겠
어요.",23.11.24.금
218,오늘의바다,jun****,"비가오니 더운치있고 아늑하고분위기가좋네요 ~
",3.25.월
219,오늘의바다,sy_****,뷰가 너무 조아요~~직원분도 친절하십니닽🌈🤍,3.26.화
220,오늘의바다,yyyjjj0,"조용하게 오션뷰 즐기기 좋은 카페에요 ~!
뷰가 너무 좋아요 ✨✨🩵
번트 치즈 케이크 넘 맛있어서 저녁 먹고 갔는데도 흡입 했어요 ,, 👍🏻👍🏻",23.11.19.일
221,오늘의바다,Happpye,"크로플은 쪼끔 가격이 있는거 같은데 크로플과 음료 둘다 너무 맛있어서 양이 아쉬울 따름이에요..!
저희 갔을 때 다른 디저트는 많이 없어서 아쉬웠어요,,
실내 공간이 작아서 얘기하는 소리가 다 들리지만 통창뷰라 좋고 주차장은 길가에 있어서 조금 위험해요!",1.27.토
222,오늘의바다,라곰67,맛있다해서 와봤어요~,3.28.목
223,오늘의바다,밍구밍구5,오늘의 바다는 중문의 카페였는데 오션뷰가 너무너무 예뻤어요. 뷰 뿐 아니라 커피와 디저트도 맛있어서 중문의 오션뷰 카페 찾으시면 오늘의 바다 추천합니다! ,23.11.24.금
224,오늘의바다,ksemc27,야외테라스도 있어서 날좋아서 바다도 보이고 넘 젛았어요 시그니처 에이드도 맛도좋은데 색도 이뻐요~~!!,23.12.26.화
225,오늘의바다,Patrick26,뷰 맛집이네요,2.17.토
226,오늘의바다,찌링코코,너무 예쁘고 뷰도 이쁘고^^ 사장님도 친절하세요~! 또 방문할께요~~,2.16.금
227,오늘의바다,sou****,"사장님 친절하시고 뷰 맛집 카페에요. 
시그니처 라떼도 디저트도 모두 맛있어요~~",23.12.25.월
228,오늘의바다,la****,"카페 밖에서 보는것보다 훨씬 좋아요
실내에서도 야외 테라스 느낌나고 유리도 관리 잘되어있어요 진짜 좋음",23.12.23.토
229,오늘의바다,오긔65,"날씨 좋은날 자주 찾는 카페입니다!
뷰도 좋고 음료도 이쁘고 맛있어요 ㅎㅎ
",3.12.화
230,오늘의바다,tamnicer99,"중문 뷰맛집 카페👍
",3.9.토
231,오늘의바다,hagoya,"커피맛있어요
케이크 맛있어요",2.8.목
232,오늘의바다,geonwoo68,짱 이뻐요 커피도 맛있어요,3.6.수
233,오늘의바다,cwh****,뷰도 너무 이쁘고~사장님도 친절하시고~커피도 맛있고~~,3.9.토
234,오늘의바다,zee****,뷰 최고 ! 커피 최고 !!! 주차도 편하고 넘 좋아요 👍🏻,2.28.수
235,오늘의바다,윤뽕,풍경도 맛도 굳굳,1.25.목
236,오늘의바다,부산영도 힐링여행,"데이트 코스로 강추!

",2.22.목
237,오늘의바다,Ella137,아이와함께방문했는데 뷰가정말 예술입니다!!! 사장님도 너무친절하시고 한적하고 분위기좋고 나만알고픈 카페네용ㅎㅎ,23.12.24.일
238,오늘의바다,초로기6614,바깥에 있는 유채꽃을 바라보며 먹는 음료가 너무 맛있었습니다!,3.25.월
239,오늘의바다,캠프15,"바다가 이쁜 카페🎵
바다빛이랑 하늘빛 ᆢ 
친절함까지",2.22.목
240,오늘의바다,ys****,친절한 사장님이 맞이해주는 뷰와 맛이 함께 있는 곳!! 아메리카노랑 녹차베인나와 초코케이크 주문했는데 와~~ 다 넘 맛있어용!! 빈말 아님!! 게다가 뷰는 보고만 있어도 기분 좋네요^^ 생각보다 아담해서 더 좋은😘,23.10.19.목
241,오늘의바다,kkc****,경관도 너무 멋지고 음료도 맛있어요 강추합니다,3.24.일
242,오늘의바다,쏭2022,"오늘의바다~오션뷰 카페 너무 좋음👍
녹차 비엔나 강추🍀",23.12.2.토
243,오늘의바다,1 쵸쵸 1,"디카페인 없어져서 아쉽지만 커피 맛있게 마셨어요! 우유생크림케이크도 깔끔해서 커피랑 어울렸어요^^
또 올게요~~",23.12.5.화
244,오늘의바다,dml****,비가와서 운치있고 요거트 맛있어요!!,2.18.일
245,오늘의바다,ima****,"뷰도 좋고 친절하고 음료도 맛있어요
귀여운 포켓몬들이 많은 카페 추천합니다",23.11.19.일
246,오늘의바다,shinahyeon,뷰가 너무 예쁘고 조용해서 넘 좋아요 😊😊,3.16.토
247,오늘의바다,오양아씨,뷰가 넘 좋아요~~^^ 제주여행 중 기억에 남는 곳으로 기억될 것 같아요~,23.11.22.수
248,오늘의바다,샐리양,뷰 좋고 음료 맛나요,2.8.목
249,오늘의바다,swq****,일단 뷰가 너무너무 좋고 음료도 너무 맛있어요 매장도 아늑하고 좋아요!!,2.5.월
250,오늘의바다,kim****,,4.11.목
251,오늘의바다,Perfectshooter,"뷰 맛집이에요
쑥라떼 맛나네용 ㅎㅎ",23.12.24.일
252,오늘의바다,익산돌팔이,"당근거래 하러 왔다가 시그니처 메뉴인 오늘의바다소다가 궁금해서 마셔봤는데 붉은색이었던 음료를 저으니 바다색이 되었어요!
청량감있고 탄산음료인데도 마시기 너무 편하고 좋습니다.
남자둘이 놀다 갑니다 ㅎ",23.10.12.목
253,오늘의바다,wlf****,"뷰맛집입니다. 진짜너무좋네요. 제주도느낌👍👍👍 옥상에도너무귀여운피카츄들있고~~ 날씨좋은날오니 사진도진짜최고잘나옵니다
♡",23.11.19.일
254,오늘의바다,즐거운나32,"날이 좋아도 날이 좋지 않아도 찰떡 카페입니다~
직원분도 친절하시네요~~",23.12.14.목
255,오늘의바다,온리지구,친절함 매장깨끗함 인테리어이쁨 바다뷰대박임 맛있는 디저트 많음 진짜 맛있음 강추함,23.11.24.금
256,오늘의바다,여포61,뷰값이 좀 있어요 ㅠㅠ 시그니처 메뉴는 괜찮은 거 같은데 그 외의 메뉴는.... ,2.28.수
257,오늘의바다,Sjinny,뷰가 너무 예쁘고 음료도 예뻐용!!💗,23.12.23.토
258,오늘의바다,gun****,,3.24.일
259,오늘의바다,만선곽가,,4.15.월
260,오늘의바다,hjiniii,"지나다니다가 계속 오고싶은 곳이었는데 하루는 문이 닫혀있어서 못왔고 다시 찾아온 곳이에요  깔끔하고 뷰가좋고 바다 멍때리거나 
책읽거나 하기에 좋은 곳인것같아요! 녹차아인슈페너 너무 맛있고  디저트 꼭 먹어보고싶었는데 솔드아웃이라 아쉬워요ㅠㅠ  다음에 
다시 또  와바야겠어요!! 강추입니닷! ",23.10.11.수
261,오늘의바다,suk****,맛있고요 뷰가 이뻐요~,2.14.수
262,오늘의바다,리횬,💙🎀 종일 앉아 있고 싶을만큼 멋진 뷰를 감상하고 싶다면 ! 어서 서둘러요! 고민과 생각은 사치일뿐😉  ,2.6.화
263,오늘의바다,빤지르르리뷰,"뷰가 진짜 좋고 커피도 맛나요🩵👍🏻
아아 쑥라떼~구웃입니당",3.2.토
264,오늘의바다,준준22,"요거트 넘 맛있어보여서 먹으러왔는데 품절이라 너무 아쉬웠어요.
쑥라떼 맛있네요
뷰도 멋지네요 ㅎㅎ",23.12.24.일
265,오늘의바다,SSung,"제주하면 바다여서 풍경 좋고 조용하고 시원한 커피숍 가고 싶어 숙소 주변 카페 찾다가 발견했는데 딱 취저였어요. 수박주스 천연재료 그대로인것 같고, 달코롬 커피 딱 적당한 달달함의 커피여서 맛있었어요. 저희는 만족했어요^^",23.8.26.토
266,오늘의바다,kopjuy,"뷰가 끝내줍니다
시그니처인 ‘오늘의 바다 소다’도 맛있어요! 디저트랑 같이 먹기 딱 좋은 맛
힐링하다 갑니다",23.10.11.수
267,오늘의바다,jjjin0079,"드라이브하다 그냥 들어간 곳이었는데
뷰좋고 커피도 맛있고 좋았어요♥️",23.12.25.월
268,오늘의바다,nabiya33,"시원한 바다뷰를보면서 조용히 쉴수있는공간입니다.
뷰도 멋지지만 조용한 실내공간과 맛있는 시그니처 음료가있어 너무 좋은곳입니다.",23.10.20.금
269,오늘의바다,rea****,전망좋고 맛있어요 ,2.2.금
270,오늘의바다,swa****,"풍경도 이쁘고 음료도 넘 맛있어요!!
제주도 오면 꼭 들릴거 같아용",2.6.화
271,오늘의바다,youn37,"카페 음악도 너무 좋고 조용한 분위기라서 좋았어요! 음료, 디저트도 맛있고 다음에 제주도 오면 또 올게요~",23.12.12.화
272,오늘의바다,integrity0,,3.30.토
273,오늘의바다,moo****,"뷰 맛집이라더니 정말 예뻐요!
음료 종류도 다양합니다.",23.12.25.월
274,오늘의바다,바카스2233,아담하면서 뷰도 좋고 친절하고 커피랑 음료와 쑥케잌과 당근케잌이 맛있어요@@  사진찍기도 좋아요.추천합니다^^,23.9.13.수
275,오늘의바다,제주살이 먹부림,"수박쥬스에 해바라기씨 초콜릿 올려주신거 너무 센스 있네요 ㅋㅋㅋㅋ 첨에 보고 수박씨인가하고 너무 놀랐어요
여기 시나몬 휘낭시에 존맛탱!!
처음에 메뉴판에 올리기도 전에 냄새맡고 반해서 안파시냐고 물어봤던 그 디저트...👍",23.7.30.일
276,오늘의바다,khr****,빵도 맛있어요,1.30.화
277,오늘의바다,dhwl5,"뷰가 너무 좋고!!! 한라봉스무디도 이쪄요!!!!!🤸🏻‍♀️
짱짱",23.11.11.토
278,오늘의바다,HI31,뷰맛집,1.28.일
279,오늘의바다,세은75,"음료들도 맛있고 케이크도 진짜 맛있어용🤍🤍
",23.12.23.토
280,오늘의바다,에몽박사,"뷰 맛집이에요. 이런 뷰를 보면서 마시는 커피는 힐링 그 자체. 오늘의 바다가 힘든 것도 다 잊게 해주네요~♡
",23.9.4.월
281,오늘의바다,맛도리스나이퍼,일단 창가 뷰가 너무너무너무 좋아요!!! 그래서 카페에서만 그냥 몇십시간 있고 싶을정도 사람도 별로 없어서 넘쾌적 ㅠㅠㅠ 진짜 나만알고싶은 곳인데 여기가 심지어 디저트도 존맛탱이라는것.... 당근케이크가 유명한것같았지만 제기준 쑥케이크가 진짜 넘사벽입니다 진짜 이거는 꼭드세요 당근케이크는 그냥 그랬고 얘가 미쳤어요 ㅠㅠ,23.7.29.토
282,오늘의바다,yenasky,"음료도 맛집, 뷰도 맛집이에요오✨",23.11.7.화
283,오늘의바다,duk****,카페 앞으로 보이는 바다 전망이 너무 좋고 시그니처 메뉴인 쑥라떼와 바스크치즈케익이 달달해서 정말 맛있습니다👍,23.10.18.수
284,오늘의바다,잔별96,예뻐요.,2.19.월
285,오늘의바다,osh0318,"친절하고 깨끗한매장. 뷰맛집... 날씨까지 비가온후 더좋아진 오늘.. 오늘의바다소다.한라봉스무디.녹차비엔나로 우리가족 힐링하는날
이에요. 너무 맛있어요♡ 주차장도 있어요.탁트인 바다뷰가 끝내줍니다",2.7.수
286,오늘의바다,wjrhdyu,"망고스무디맛있어요
오션뷰 카페 멋지네요!!
오늘의소다 에이드는 사진 찍기 좋아요 ",23.12.12.화
287,오늘의바다,봄아51,"뷰도 좋고 예뻐요!
아기자기해요",23.12.28.목
288,오늘의바다,46****,뷰도 너무 예쁘고 커피도 맛있어요!!,23.12.27.수
289,오늘의바다,비타룸정71,조망이 좋아요 커피 맛있어요,23.11.22.수
290,오늘의바다,행복이339,뷰가 좋고 커피맛 좋구~~~^^,23.12.25.월
291,오늘의바다,ma5****,맛있어용 뷰가 좋아용🫶,23.11.15.수
292,오늘의바다,J     J,풍경이 멋지고 분위기가 좋아요,23.12.24.일
293,오늘의바다,하라48,쑥라떼 완전 강추 드립니다😄😄😄🧡,23.10.18.수
294,오늘의바다,sun****,,23.12.20.수
295,오늘의바다,가감없이팩트만,"오은영박사님 콘서트 참석차 서귀포 방문했어요! 근처 거주하는 지인소개로 뷰 좋은 분좋카 왔습니다 ㅎㅎ 입구에 들어서자마자 훤히 
들여다 보이는 바다가 너무 보기 좋았어요! 날씨가 흐렸는데도, 오션뷰가 너무 좋더라구요~ 무엇보다 야외석도 마련되어 있어서 반려동
물 데려 오기도 좋을 것 같아요!  통유리창문 너무 좋구요, 2층은 야외석이에요! 바깥은 테라스 형태라 인생샷 찍기에도 좋을 것 ...",23.6.6.화
296,오늘의바다,357****,"바다가 정말 이쁘게 나와요
한적하니  좋아용 😀 
쑥라떼  꼬소꼬소 ㅎ  맛나요",23.12.3.일
297,오늘의바다,마성빈5,"직원분이 착하게 응대해줘서 너무 좋았고요! 초코케이크도 맛있었구 커피도 맛있었어용~! 다음에 또 방문하고 싶은 마음이 들어요^_^! 
뷰도 너무 좋았어여▪︎_▪︎!",23.10.9.월
298,오늘의바다,겨울1220,"커피 메뉴들 디카페인 커피로 교체가 가능하고, 전망 좋고 조용해요. 실내와 실외 자리가 있어서 바람 많이 부는 날에는 실내에서도 통유리라 바다 전망 바라보며 멍때릴 수 있어요. 조용하게
앉아있기 좋습니다. 음료 메뉴도 대부분 좋아요! ",23.10.12.목
299,오늘의바다,아름이4,"오늘의 바다를 보고 싶을 때 가끔 오는 오늘의바다.
눈 부신 바다를 눈 안부시게 볼 수 있는 곳.
수박쥬스 맛이 좋으네요~",23.8.2.수
300,오늘의바다,sky****,"법환포구에서 카카오바이크타고 바닷길드라이브하고  멋진뷰도 보고 달달구리 녹차비엔나와 한라봉소다 한잔
날씨가 흐리긴하지만 그래도 너무 좋은장소네요^^
",23.7.23.일
301,오늘의바다,sun****,바다뷰가 정말 예뻐요~ 가을에 오니 또다른 바다의매력을 느낄수있네요 정말 너무 뷰가 예쁜곳!,23.10.12.목
302,오늘의바다,오긔65,뷰가 너무 좋아서 날씨 좋은날 추천합니다 ㅎㅎ 음료도 맛있고 예뻐요,23.10.23.월
303,오늘의바다,Rem29,뷰 좋고 햇살 좋아요,2.12.월
304,오늘의바다,콩자인니다,분위기 좋아요!,23.12.23.토
305,오늘의바다,딸기라떼1,자주 이용하는 곳이에요 너무 예쁜 카페에요 ^^,23.10.11.수
306,오늘의바다,1 쵸쵸 1,"제주에 살지만 새삼 제주에 있다는 걸 다시 느끼게 해준 카페! 여기서 보는 바다는 참 이국적이에요. 디카페인 있어서 더 좋았어요! 직원
분이 친절하시고 계속 관리해 줘서 좋았어요.  대부분 카페들 보면 손님들 가고 나면 테이블도 안 닦고 정리도 안 하더라구요. 여기는 청
결에도 신경쓰시는 거 같아 또 가고 싶어요^^",23.5.31.수
307,오늘의바다,채워니맘63,바다뷰 좋아요~~,23.11.7.화
308,오늘의바다,쿠키몽이,"통 창으로 바다뷰가 너무 멋있는 카페에요~ 주문하는 곳과 음료 마실수 있는 공간이 나눠져 있는 독특한 구조 였어요~  주문한 음료 디
저트 모두 맛있었는데..저 당근케이크가 특히 더  맛있었어요~ 앉아서 맛있는것도 먹고 수다도 떨고~  운도 좋으면 통창으로 보이는 바
다에서 돌고래도 만날수 있데요~ 정말 멋진 곳 입니다!!!!",23.4.15.토
309,오늘의바다,냉철한지성파,좌석이 좀 애매합니다. 편안하게 시간을 보내기는 좀 불편했어요.,23.10.29.일
310,오늘의바다,jia****,커피와 함께..뷰도 끝내주네요,1.11.목
311,오늘의바다,gmb****,"범섬과 문섬이 보이는 뷰맛집
바다색도 넘나이뻐요",23.10.10.화
312,오늘의바다,바름6,"전망이 너무 좋고, 친절하세요~",23.10.8.일
313,오늘의바다,dkdud7205,굿,3.9.토
314,오늘의바다,evelove,"오션뷰 넘 예쁘구용 가게가 막 큰 건 아니지만 잠시 쉬어가기 좋습니당ㅎㅎ 커피도 맛나용!! 
(뷰 맛집입니다!! 옥상 꼭 올라가보세요 ㅎㅎ)",23.6.12.월
315,오늘의바다,슈슈슈89,"비오는날 방뭄 했는데 비가 내려도 뷰가 넘 좋으네요^^
커피도 디저트도 맛있어요👍",23.5.29.월
316,오늘의바다,바바라73,"친절하시고 뷰가 정말 멋져요~
멍때리기도 좋았습니다~
",23.7.26.수
317,오늘의바다,제주별하,"주문하는 곳과 마시는 곳이 분리된 것도 괜찮네요
편하게 좋은사람들과 시간보내고 왔어요",23.5.24.수
318,오늘의바다,1 쵸쵸 1,"뷰 환상적!
커피맛까지 좋음!
오늘 기분도 좋아짐^^",23.7.5.수
319,오늘의바다,시계좋아,,23.10.18.수
320,오늘의바다,1 쵸쵸 1,매번 가도 항상 멋진 풍경과 커피가 기다립니다!,23.7.17.월
321,오늘의바다,레가토27,,23.10.12.목
322,오늘의바다,yeonO,"바다멍 때리기 좋은 뷰예요👍
음료랑 디저트도 맛있습니다:) ",23.4.30.일
323,오늘의바다,리브레한,굿,23.12.5.화
324,오늘의바다,kel****,,23.8.18.금
325,오늘의바다,제주살이 먹부림,뷰 맛집~~~~ 시나몬 휘낭시에 향에 이끌려 홀리듯이 주문...너무 맛나용 🥺,23.4.30.일
326,오늘의바다,son****,뷰 노무좋고 녹차비엔나 죤맛탱 💙,23.5.27.토
327,오늘의바다,쏭 인생여행,"녹차비엔나, 쑥라떼 너무 맛있고
뷰도 최고 👍 ",23.4.9.일
328,오늘의바다,wls****,우연히 알게 된 곳인데 조용하고 뷰도 너무 좋아서 오랜만에 재방문 했습니다!! 낮에만 갔는데 노을 질때도 예쁠것 같네요! 커피도 맛있어요! :) ,23.1.30.월
329,오늘의바다,임지원5130,,23.12.9.토
330,오늘의바다,헬짱빵지,카페 이름처럼 뷰가 너무 예뻐요~~ 조용하게 이야기 나누기도 좋아요ㅎㅎ,23.3.4.토
331,오늘의바다,다트지바코41,전망좋은카페~ 바다가 한눈에보이는곳~ 법환포구와 함께~  오션뷰 추천맛집! 오늘의바다 강추~,23.1.7.토
332,오늘의바다,kel****,,23.7.14.금
333,오늘의바다,휴23,"바다가 바로앞
사진이 너무 예뻐서 갔는데 그정도는 아니니 숙소가 근처면 들러보면 좋을거같습니다
",23.6.7.수
334,오늘의바다,HUE57,서귀포의 바다를 눈에 다 담을수 있어요^^ 커피도 너무 맛있어요~,23.4.17.월
335,오늘의바다,hells3808,"딸기 추천해주셨는데,
아이가  잘먹었습니다",23.4.1.토
336,오늘의바다,하이보스,커피 맛있어요. 바다뷰가 너무 좋고 동백밭이 창아래 있어 더 멋지네요. ,23.2.3.금
337,오늘의바다,토막이스웩,"당케 두번드세요 세번드세요♥️🥕
수박쥬뚜는 슬러시~",23.7.29.토
338,오늘의바다,명량하게,비오는날 바다뷰보면서 마시는  진저라떼와 당근케잌 ~~끝장나는 맛^^,23.3.17.금
339,오늘의바다,rhe****,"통창이고 뷰가 탁 트여서 힐링하면서 쉬기 좋아요
친절하고 음료도 맛나요",23.2.25.토
340,오늘의바다,Woskaxm92,"음료 맛있고 뷰도 좋아요 💓
동백꽃과 바다를 같이 볼 수 있다니 행복합니다",23.1.20.금
341,오늘의바다,꼬부깅19,"사장님 친절하시고 뷰 맛집입니다 
재방문의사 백프로",23.1.24.화
342,오늘의바다,Bin984,커피 맛나요. 바다멍 하기 좋은 위치. 동백나무들도 넘 이쁨,23.2.3.금
343,오늘의바다,중니이,,23.6.7.수
344,오늘의바다,kooki81,저녁에 갔었는데 조용하고 책읽기 좋았어요,23.3.5.일
345,오늘의바다,멍뭉멍멍냥냥냥,굿,23.6.24.토
346,오늘의바다,pol****,굿,23.7.23.일
347,오늘의바다,아라아랑,"1층 뷰도 예쁘고,3층 루프탑 뷰는 막힌 것 없이 파노라마 처럼 펼쳐져서 더 예뻐요. 직접 음료를 가져다 주시는 친절한 곳입니다. 커피도,바스크치케도 너무 맛있습니다",22.11.13.일
348,오늘의바다,빵야빵야빵야92,"와우~  서귀포쪽 뷰 좋은 카페 검색해오게 되었는데요. 뷰도 끝내주지만 커피, 음료, 디저트케익과 크로플이 찐이네요. 비주얼에서도 볼
수있듯 주문한 모든메뉴가 가격이 아깝지 않았어요. 수박주스에 큼지막한 수박과 함께 검정씨를 표현 하기위해 초코렛이 디테일해 감
동이었어요. 비주얼과 깔끔한 맛이  눈으로 보고 입으로 음미하며 행복했답니다. 대형 매장의 북적함 보다는 조용하게 혼자 또는 ...",22.8.15.월
349,오늘의바다,엔샤randa,"저녁이라 쑥라떼 먹었는데 맛있네요~ 귤케익도 촉촉 하니 맛있었어요~ 옥상뷰가 정말 좋았네요~ 좀더 일찍 갔으면 좋았을껄  너무 늦
게 갔나봐욤ㅎㅎ",22.11.12.토
350,오늘의바다,제주남나무,뷰가 진짜좋아요,23.5.16.화
351,오늘의바다,고즈넉하게,"뷰도 좋고
책보기도 조용한곳",23.1.17.화
352,오늘의바다,b0123450d,"음료맛집 디저트맛집 뷰맛집!!!
먹고 마시면서 책읽다가 고개들면 바다 보이고, 여행 중에 여유를 느낄 수 있는 곳이었어요.",22.11.6.일
353,오늘의바다,안개꽃가득,뷰가 예술입니다. 그냥 뷰맛집이네요. 시그니처음료 녹차비엔나 추천해요. 맛있어요,22.11.8.화
354,오늘의바다,래앵,당근케이크랑 커피 조합 짱짱 바다 바로 앞이라 뷰도좋고 편히 쉬기 좋아요,22.11.28.월
355,오늘의바다,리브레한,굿,23.7.17.월
356,오늘의바다,리브레한,굿,23.7.5.수
357,오늘의바다,jji****,,23.2.28.화
358,오늘의바다,chd****,"1. 디저트와 음료의 퀄리티가 너무 좋다♥︎♥︎ 2. 🐶반려견 케리어없이 목줄만 착용해도 된다 (※펫티켓은 지키기)※🐶 3. 오션뷰가 미쳤다
🌊🌊❤️❤️ 💕사장님께서 까탈스런 저희 강아지인데도 너무 상냥하게 대해주셔서 감사드렸습니다ㅠㅠ💕",22.7.31.일
359,오늘의바다,somsom27,뷰가 최고예요 루프탑 있는 줄도 모르고 못보고 온게 너무 아쉽네요 커피도 맛있고 디저트도 맛있고 사장님도 친절하세요!,22.9.20.화
360,오늘의바다,리브레한,굿,23.6.13.화
361,오늘의바다,dan****,,23.1.23.월
362,오늘의바다,래리로,"더 자세한 리뷰는 블로그에 남겨두었어요 :)

https://blog.naver.com/jshereview/222871549252",22.9.10.토
363,오늘의바다,ginger3467,햇빛이 너무 좋아요,22.12.7.수
364,오늘의바다,pretty hye,굿,23.5.6.토
365,오늘의바다,생각의힘57,"뷰최고, 커피맛최고. 디저트 최고. 진짜 강추에요. 시그니처 음료는 먹지않았지만 기본 커피맛이 좋아요. 신맛없이  고소한 커피에요. 바
닐라라떼 엄청 달지 않으면서 맛있네요. 쑥인절미케익과 크로플도 좋아요. 뷰 좋은 곳에서 디저트가 만족스러우니 점심 만족스럽지 못
한게 잊혀져요~ 카페 내부 넓지 않아요. 모든 자리가 뷰 감상하기 좋아요. 바로 바다가 보이거든요~ 진짜 추천해요.",22.8.15.월
366,오늘의바다,you****,쑥라떼 맛있어용!!,22.12.23.금
367,오늘의바다,챠밍슐랭,친절하시고 뷰 최고!!,22.11.18.금
368,오늘의바다,콩콩파82,뷰도 좋고 커피도 맛있고 케익도 맛있고 음료고 맛있고 사장님이 너무너무너무너무 친절하시고 행복한 시간이었습니다^^ ,22.8.9.화
